Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,,lat,long,status,mw
,7556,25/06/2020,Energia Group,Lisnabreeny Road,Battery,Stand-alone Storage,,36.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Lands to the southeast of, 1 Lisnabreeny Road East, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT6 9SS,150249,524705,Belfast City Council,LA05/2019/0675/F,,,,,,21/06/2019,,,,,,,29/04/2020,,,,28/04/2025,,,,,54.555765,-5.864088,planning,36
,7571,17/09/2020,Pivot Power,Cowley electricity sub-station,Battery,Co-located with fossil fuel plant,,49.90,,,,,,,,,Under Construction,Under Construction,"Cowley Main Sub Station, Lower Blackberry Lane, Garsington, Oxford ",Oxfordshire,South East,England,OX44 9BD,456332,202409,South Oxfordshire District Council,P19/S0623/FUL,,,,,,25/02/2019,,,,,,,19/07/2019,,,,,15/11/2019,,,,51.717588,-1.185977,construction,49
,7572,25/03/2020,Scottish Power Renewables,Hagshaw Hill,Battery,Co-located with RE,7456,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Hagshaw Hill Wind Farm, Douglas, Lanark ",South Lanarkshire,Scotland,Scotland,ML11 0RR,282089,631116,Scottish Government (S36),ECU00000737,,,,,,03/12/2018,,,,,,,26/02/2020,,,,26/02/2023,,,,,55.559423,-3.870987,planning,20
,7573,24/07/2020,Capbal,Shindour Feddal Hill Wood Braco,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land West of Braco, Dunblane",Perth and Kinross,Scotland,Scotland,FK15 9RD,281015,709090,Perth and Kinross Council,17/01810/FLL,,,,,,14/10/2017,,,,,,,24/11/2017,,,,24/11/2020,,,,,56.259356,-3.92235,planning,10
,7574,24/07/2020,Capbal,Orchardbank Industrial Estate,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Ground at Rear of Dean Park, Orchard Loan, Orchardbank Industrial Estate",Angus,Scotland,Scotland,DD8 1TD,344086,750088,Angus Council,17/00848/FULL,,,,,,17/10/2017,,,,,,,20/12/2017,,,,20/12/2020,,,,,56.639262,-2.913223,planning,10
,7575,24/07/2020,Capbal,Ardoch Farm,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Ardoch Farm, Kilwinning, Ayrshire",North Ayrshire,Scotland,Scotland,KA13 7QJ,231148,644103,North Ayrshire Council,18/00445/PPP,,,,,,17/05/2018,,,,,,,25/06/2018,,,,25/06/2021,,,,,55.661005,-4.685753,planning,20
,7591,30/06/2020,Gigabox Developments,Dunsinane Industrial Estate,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land To The W/O Kinnoull Stree, Dunsinane Avenue, Dunsinane Industrial Estate, Dundee, Tayside",Tayside,Scotland,Scotland,DD2 3QT,337745,732482,Dundee City Council,19/00876/FULL,,,,,,02/12/2019,,,,,,,27/03/2020,,,,27/03/2023,,,,,56.480316,-3.012355,planning,49
,7606,07/09/2020,Tribus Clean Energy,Crown Farm,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Crown Farm, Mill Road, West Walton, Wisbech, Cambridgeshire",Norfolk,Eastern,England,PE14 7EU,546741,316174,King's Lynn and West Norfolk Borough Council,19/02002/FM,,,,,,25/11/2019,,,,,,,05/03/2020,,,,05/03/2023,,,,,52.723316,0.171334,planning,49
,10236,10/01/2022,UK Battery Storage,Elland Storage Project,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land To South Of, Lowfields Way, Lowfields Business Park, Elland",West Yorkshire,Yorkshire and Humber,England,HX5 9DA,411689,421815,Calderdale Metropolitan Borough Council,20/01226/FUL,,,,,,14/10/2020,,,,,,,23/12/2020,,,,,,,,,53.692652,-1.82446,planning,49
,7663,21/05/2021,Thrive Renewables,Feeder Road,Battery,Stand-alone Storage,,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Adjacent To St Philip's Marsh, Feeder Road, Land Off, Bristol, Avon",Avon,South West,England,BS2 0TH,360828,172208,Bristol City Council,19/04841/F,,,,,,03/10/2019,,,,,,,27/05/2020,,,,27/05/2023,,,,,51.447495,-2.565063,planning,20
,7675,30/09/2020,ScottishPower Renewables,East Ballochy,Battery,Co-located with RE,7674,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Field 400M SE Of East Ballochy, East Ballochy, Montrose, Tayside",Angus,Scotland,Scotland,DD10 9LP,367035,761826,Angus Council,20/00019/FULM,,,,,,27/01/2020,,,,,,,15/09/2020,,,,15/09/2023,,,,,56.746891,-2.540601,planning,10
,7688,29/04/2020,Harmony Energy,Holes Bay,Battery,Stand-alone Storage,,15.00,,,,,,,,,Under Construction,Under Construction,"Land at Sterte Avenue West, Poole",Dorset,South West,England,BH15 2AL,400787,91856,Poole Borough Council,APP/17/00186/F,,,,,,08/02/2017,,,,,,,14/01/2020,,,,14/01/2023,01/01/2020,,,,50.726324,-1.990215,construction,15
,7696,06/07/2020,RPS Group / Thurrock Power,Thurrock Flexible Generation Plant,Battery,Co-located with fossil fuel plant,,150.00,,,,,,,,,Planning Application Submitted,Application Submitted,Thurrock Flexible Generation Plant Fort Road Tilbury Essex,Essex,Eastern,England,RM18 8UJ,565711,175889,The Planning Inspectorate - National Infrastructure,EN010092,,,,,,10/06/2020,,,,,,,,,,,,,,,,51.457726,0.383815,planning,150
,7726,25/06/2020,Renewable Energy Systems (RES),Churchtown Solar Farm Battery Storage,Battery,Co-located with RE,,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Churchtown Solar Farm, Nanterrow Lane, Connor Downs, Hayle, ",Cornwall,South West,England,TR27 5BP,159964,40457,Cornwall Council,PA19/09903,,,,,,04/12/2019,,,,,,,19/03/2020,,,,19/03/2023,,,,,50.215312,-5.365968,planning,18
,7737,06/10/2021,Harmony Energy Storage,Rye Common,Battery,Stand-alone Storage,,49.50,No,,,,,,,,Appeal Granted,Awaiting Construction,"Street Record, Rye Common Lane, Crondall, Farnham, ",Hampshire,South East,England,GU10 5DD,478485,150474,Hart District Council,20/00651/FUL,PP-08735792,,,,,12/03/2020,,01/05/2020,22/02/2021,,,28/09/2021,,,,,,,,,,51.248047,-0.87689,planning,49
,7740,07/05/2021,Arenko Cleantech,Lister Drive,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Under Construction,Under Construction,"Land Adjacent to Lister Drive, Carnegie Road, Liverpool, ",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,20F/0335,,,,,,28/01/2020,,,,,,,13/03/2020,,,,13/03/2023,01/05/2021,,,,53.419914,-2.927592,construction,49
,7746,15/09/2021,Eco-Economix,Basing Road,Battery,Stand-alone Storage,,20.00,No,,,,,,,,Planning Application Submitted,Application Submitted,"Land At, Basing Road, Old Basing, Basingstoke, ",Hampshire,South East,England,RG24 7AL,465530,152602,Basingstoke and Deane Borough Council,21/02412/FUL,,,,,,20/07/2021,,,,,,,,,,,,,,,,51.268813,-1.062084,planning,20
,7764,30/06/2020,Intelligent Land Investments (ILI),Fordtown Energy Storage (Resubmission),Battery,Stand-alone Storage,,29.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Fordtown, Kintore, Inverurie",Aberdeenshire,Scotland,Scotland,AB51 0XJ,377990,814576,Aberdeenshire Council,ENQ/2020/0261,,,,,,26/02/2020,,,,,,,17/03/2020,,,,,,,,,57.221396,-2.366114,planning,29
,7772,23/09/2020,Statkraft UK,Liverpool Energy Management Facility,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land To The South Of, Carnegie Road, Liverpool,",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,20F/0550,,,,,,21/02/2020,,,,,,,17/06/2020,,,,17/06/2023,,,,,53.419914,-2.927592,planning,49
,7773,01/11/2021,Penso Power,Stonehill Energy Storage,Battery,Stand-alone Storage,,50.00,No,,,,,,,,Operational,Operational,"Land Adjacent To Electricity S, Stonehill, Charlton, Malmesbury,",Wiltshire,South West,England,SN16 9RP,399819,189611,Wiltshire Council,19/11460/FUL,,,,,,29/11/2019,,,,,,,24/02/2020,,,,,09/06/2021,09/10/2021,,,51.605336,-2.004009,operation,50
,7780,07/02/2021,Anesco,Newton Wood Farm,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Newton Wood Farm, Newtonwood Lane, Newton, Alfreton, Derbyshire",Derbyshire,East Midlands,England,DE55 5SG,445457,360430,Bolsover District Council,20/00202/FUL,,,,,,27/05/2020,,,,,,,28/10/2020,,,,,,,,,53.139091,-1.321937,planning,49
,7800,30/06/2020,Shaw Energy,Hawthorne Road,Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"491 Linacre Lane, Bootle, Merseyside",Merseyside,North West,England,L20 5AL,334606,396285,Sefton Council,DC/2020/00085,,,,,,29/01/2020,,,,,,,14/04/2020,,,,14/04/2023,,,,,53.459236,-2.986359,planning,40
,7804,31/03/2020,Scottish Power Renewables,Clauchrie Windfarm Battery,Battery,Co-located with RE,7206,25.00,,,,,,,,,Planning Application Submitted,Application Submitted,"Clauchrie Windfarm, 6KM North-East Of, Barhill, Newton Stewart, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG8,229552,588722,Scottish Government (S36),ECU00002001,,,,,,18/12/2019,,,,,,,,,,,,,,,,55.163369,-4.677241,planning,25
,7570,26/01/2022,Enso Energy Limited,Clayhill Farm -  Battery Energy Storage,Battery,Stand-alone Storage,,21.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at Clayhill Farm, Greenfield Road, Westoning, Bedford",Bedfordshire,Eastern,England,MK45 5JD,503744,232982,Central Bedfordshire Council,CB/17/06006/FULL,,,,,,19/12/2017,,,,,,,23/03/2018,,,,,,,,,51.985617,-0.490707,planning,21
,7820,12/08/2020,Coriolis Energy,Manor Farm,Battery,Stand-alone Storage,,26.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Manor Farm, Newgate Lane, Londonthorpe, Grantham, Lincolnshire",Lincolnshire,East Midlands,England,NG31 9RY,495062,337504,South Kesteven District Council,S19/0181,,,,,,28/01/2019,,,,,,,04/06/2019,,,,04/06/2022,,,,,52.926541,-0.587345,planning,26
,7827,07/02/2021,ENGIE Renewables,Mauxhall Farm,Battery,Co-located with RE,7826,24.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Mauxhall Farm, Immingham Road, Stallingborough, Grimsby, Humberside",Humberside,Yorkshire and Humber,England,DN41 8BS,519206,413210,North East Lincolnshire Council,DM/1145/19/FUL,,,,,,17/12/2019,,,,,,,06/11/2020,,,,06/11/2023,,,,,53.601904,-0.200019,planning,24
,7828,30/09/2020,Balanced Grid Solutions,Titchfield Lane,Battery,Stand-alone Storage,,49.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land South Of Ash Farm, Titchfield Lane, Wickham, Fareham, Hampshire",Hampshire,South East,England,PO15 6DY,455282,109603,Winchester City Council,19/02710/FUL,,,,,,04/12/2019,,,,,,,20/08/2020,,,,20/08/2023,,,,,50.883281,-1.215524,planning,49
,9315,30/03/2022,Pivot Power,Sundon Substation ,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Adj National Grid Sundon Substation, Water End Lane, Chalton",Bedfordshire,Eastern,England,LU4 9UJ,503312,226909,Central Bedfordshire Council,CB/21/02829/FULL,,,,,,12/07/2021,,,,,,,26/01/2022,,,,,,,,,51.931115,-0.498819,planning,49
,10981,11/04/2022,Kach Capital Estates Limited,"Moggerhanger Road, Sandy - Solar Farm",Battery,Co-located with RE,9349,20.00,No,,,,,,,Ground,Planning Application Submitted,Application Submitted,"N/O Moggerhanger Road, Sandy, Buntingford",Hertfordshire,Eastern,England,SG19 1ND,516096,248992,Central Bedfordshire Council,CB/22/00752/FULL,,,,,,10/03/2022,,,,,,,,,,,,,,,,52.127053,-0.305484,planning,20
,9801,21/02/2022,Pelagic Energy,"Battlesbridge Bypass, Rettendon - Battery Storage",Battery,Stand-alone Storage,,100.00,No,,,,,,,,Planning Application Submitted,Application Submitted,"W/O Battlesbridge Bypass, Rettendon, Wickford ",Essex,Eastern,England,SS11 7QR ,578198,196454,Chelmsford Borough Council,22/00179/FUL,,,,,,02/02/2022,,,,,,,,,,,,,,,,51.638658,0.57377,planning,100
,7882,18/11/2021,ScottishPower Renewables,Arecleoch Wind Farm (extension),Battery,Co-located with RE,7881,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land 2km south west of Barrhill, South Ayrshire",South Ayrshire,Scotland,Scotland,KA26 0PP,221500,578500,Scottish Government (S36),ECU00001864,,,,,,12/06/2019,,,,,,,16/11/2021,,,,,,,,,55.068785,-4.797054,planning,20
,7885,07/02/2021,Pivot Power,Coventry National Grid Substation,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"National Grid Substation, Parrotts Grove, Coventry, West Midlands",West Midlands,West Midlands,England,CV2 1NQ,436499,284182,Coventry City Council,FUL/2020/1476,,,,,,02/07/2020,,,,,,,22/01/2021,,,,22/01/2024,,,,,52.454379,-1.464323,planning,49
,7906,30/09/2020,UK Power Networks,Reach Road,Battery,Co-located with RE,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Armtrac, 70 Reach Road, Burwell, Cambridge, Cambridgeshire",Cambridgeshire,Eastern,England,CB25 0AH,558327,266047,East Cambridgeshire District Council,20/00655/SON,,,,,,20/05/2020,,,,,,,15/07/2020,,,,,,,,,52.269787,0.318918,planning,49
,7907,07/02/2021,Pivot Power,Bustleholme Substation,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Western Power Distribution Bus, Woodruff Way, Walsall, West Midlands",West Midlands,West Midlands,England,WS5 4RA,403010,295044,Sandwell Metropolitan Borough Council,DC/20/64437,,,,,,06/07/2020,,,,,,,01/02/2021,,,,01/02/2024,,,,,52.553231,-1.957038,planning,49
,7942,30/06/2020,JBM Solar Project,Minety Substation,Battery,Co-located with RE,7941,49.90,,,,,,,,,Planning Application Submitted,Application Submitted,"Land Near Minety Substation, Stonehill, Charlton, Malmesbury, Wiltshire",Wiltshire,South West,England,SN16 9DX,399585,189182,Wiltshire Council,20/03528/FUL,,,,,,27/04/2020,,,,,,,,,,,,,,,,51.601478,-2.007388,planning,49
,7946,07/02/2021,Gigabox Developments,Dundee Technology Park,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Operational,Operational,"Land At Technology Park, South Road, Dundee, Tayside",Tayside,Scotland,Scotland,DD2 4LX,335237,731592,Dundee City Council,20/00239/FULL,,,,,,30/04/2020,,,,,,,09/10/2020,,,,09/10/2023,,21/06/2021,,,56.471983,-3.052845,operation,49
,7498,05/01/2022,Low Carbon,Brook Farm,Battery,Co-located with RE,7497,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Os Parcel 6086 Adjacent, Ploughley Road, Railway Line, Arncott, Bicester",Oxfordshire,South East,England,OX25 1AB,460212,217404,Cherwell District Council,20/00285/F,,,,,,03/02/2020,,,,,,,28/05/2020,,,,28/05/2023,,,,,51.85199,-1.127223,planning,20
,7966,07/02/2021,Noriker Power,Perserverance Road (Resubmission),Battery,Co-located with fossil fuel plant,,20.00,Yes,,,,,,,,Planning Permission Granted,Awaiting Construction,"Old School Lane, Hereford, Hereford and Worcester",Hereford and Worcester,West Midlands,England,HR4 9BP,351122,241621,Herefordshire Council,P200967/F,,,,,,23/03/2020,,,,,,,13/11/2020,,,,13/11/2023,,,,,52.070788,-2.714505,planning,20
,7970,07/02/2021,Intelligent Land Investments,Learielaw Farm,Battery,Stand-alone Storage,,29.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At Learielaw Farm, Broxburn, Lothian",West Lothian,Scotland,Scotland,EH52 5PG,308286,670876,West Lothian Council,0600/FUL/20,,,,,,05/08/2020,,,,,,,29/10/2020,,,,29/10/2023,,,,,55.922188,-3.469178,planning,29
,7983,23/09/2020,Eco-Economix,Park Farm,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Park Farm, Hook Street, Lydiard Tregoze, Swindon, Wiltshire",Wiltshire,South West,England,SN5 3NY,410168,184116,Wiltshire Council,18/00952/FUL,,,,,,09/03/2018,,,,,,,03/05/2018,,,,03/05/2021,,,,,51.555839,-1.854733,planning,10
,7984,30/06/2020,Volta Energy Storage,Mucklow Hill,Battery,Stand-alone Storage,,12.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Hayward Bridge, Mucklow Hill, Haulage Yard, Halesowen, West Midlands",West Midlands,West Midlands,England,B62 8DL,397456,284053,Dudley Metropolitan Borough Council,P17/1489,,,,,,18/10/2017,,,,,,,21/12/2017,,,,21/12/2020,,,,,52.454424,-2.038864,planning,12
,7985,30/07/2021,Amber Infrastructure Group,Unit 5 XL Business Park,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Under Construction,Under Construction,"Unit 5, X L Business Park, Statham Road, Skelmersdale, Lancashire",Lancashire,North West,England,WN8 8DY,346649,407589,West Lancashire Borough Council,2017/0968/FUL,,,,,,13/09/2017,,,,,,,18/12/2017,,,,18/12/2020,01/07/2021,,,,53.562191,-2.806931,construction,49
,7986,30/06/2020,Peel Energy,Britannia House,Battery,Co-located with fossil fuel plant,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent to Britannia Hou, Dock Road, Birkenhead, Merseyside",Merseyside,North West,England,CH41 1DF,330400,390620,Wirral Council,APP/17/01190,,,,,,20/09/2017,,,,,,,04/12/2017,,,,04/12/2020,,,,,53.407785,-3.04844,planning,10
,7987,25/08/2020,Green Hedge,Whitehouse Farm Energy Barn,Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Whitehouse Farm, Blakes Lane, Guarlford, Malvern, Hereford and Worcester",Hereford and Worcester,West Midlands,England,WR13 6NZ,382225,245650,Malvern Hills District Council,17/01504/FUL,,,,,,03/10/2017,,,,,,,29/11/2017,,,,29/11/2020,,,,,52.108888,-2.260957,planning,40
,7988,25/08/2020,Green Hedge,Catsbrain Farm,Battery,Stand-alone Storage,,30.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"N/o Kingsdown Road and W/o, Catsbrain Farm, Swindon, Wiltshire",Wiltshire,South West,England,SN3,417507,189131,Swindon Borough Council,S/17/0979,,,,,,19/06/2017,,,,,,,03/11/2017,,,,03/11/2020,,,,,51.600752,-1.748629,planning,30
,8009,30/09/2020,Harbour Energy,Mill Hill National Grid Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Application Submitted,Application Submitted,"National Grid Mill Hill Substa, Partingdale Lane, Barnet, London",London,London,England,NW7 1NT,523926,192493,Barnet London Borough Council,20/4241/FUL,,,,,,16/09/2020,,,,,,,,,,,,,,,,51.617628,-0.211422,planning,49
,8021,07/02/2021,Harbour Energy,National Grid Minety Substation,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"National Grid Minety Substatio, Stonehill, Charlton, Malmesbury, Wiltshire",Wiltshire,South West,England,SN16 9DX,400165,189779,Wiltshire Council,20/07390/FUL,,,,,,28/08/2020,,,,,,,25/01/2021,,,,25/01/2024,,,,,51.606846,-1.999013,planning,49
,8033,30/09/2020,Hannahstown BESS,Colinglen Road Battery,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Application Submitted,Application Submitted,"Approximately 700m North Of, 28 Colinglen Road, Dunmurry, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT17 0LR,139044,527979,Belfast City Council,LA04/2020/1724/F,,,,,,31/07/2020,,,,,,,,,,,,,,,,54.579463,-6.03982,planning,49
,8036,30/09/2020,Harbour Energy,National Grid Axminster Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Application Submitted,Application Submitted,"National Grid Axminster Substa, Pound Road, Hawkchurch, Axminster, Devon",Devon,South West,England,EX13 5UJ,334921,98874,East Devon District Council,20/1877/FUL,,,,,,07/09/2020,,,,,,,,,,,,,,,,50.785769,-2.924556,planning,49
,8037,07/02/2021,Harbour Energy,National Grid Enderby Substation,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"National Grid Land To North Of, Desford Road, Enderby, Leicester, Leicestershire",Leicestershire,East Midlands,England,LE19 4AD,453205,300460,Blaby District Council,20/0896/FUL,,,,,,28/08/2020,,,,,,,04/02/2021,,,,04/02/2024,,,,,52.599334,-1.215904,planning,49
,9565,17/03/2022,Cheshire East Council,Middlewich Road - Solar Photovoltaics & Battery Storage,Battery,Co-located with RE,8522,25.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent Councils Composting Plant, Middlewich Road, Crewe",Cheshire,North West,England,CW1 5NG,372231,357305,Cheshire East Council,21/4490N,,,,,,20/08/2021,,,,,,,11/03/2022,,,,,,,,,53.1122,-2.416299,planning,25
,10436,24/01/2022,Bluefield Sandbach Limited,"Former EON Power Station, Booth Lane - Battery Energy Storage System",Battery,Stand-alone Storage,,20.00,No,,,,,,,,Planning Application Submitted,Application Submitted,"Former Power Station, Booth Lane, Moston",Cheshire,North West,England,CW11 3PY,372933,363216,Cheshire East Council,21/6426C ,,,,,,04/01/2022,,,,,,,,,,,,,,,,53.165369,-2.406314,planning,20
,8055,30/09/2020,Noriker Power,Welkin Mill,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Application Submitted,Application Submitted,"Welkin Mill, Welkin Road, Bredbury, Stockport, Greater Manchester",Greater Manchester,North West,England,SK6 2BH,391156,391424,Stockport Metropolitan Borough Council,DC/077298,,,,,,24/08/2020,,,,,,,,,,,,,,,,53.419541,-2.134538,planning,49
,8283,24/01/2022,Native River Limited,Capenhurst Lane,Battery,Stand-alone Storage,,57.00,No,,,,,,,,Under Construction,Under Construction,Adj Electricity Substation,Cheshire,North West,England,CH66 2HD,336992,374628,Cheshire West and Chester Council,20/04767/FUL,,,,,,17/12/2020,,,,,,,16/04/2021,,,,,01/02/2022,,,,53.264888,-2.946107,construction,57
,8085,27/09/2021,Novus Renewable Services,Moston Vale,Battery,Stand-alone Storage,,10.00,No,,,,,,,,Under Construction,Under Construction,"Land To The South West Of, Moston Vale, Manchester, Greater Manchester",Greater Manchester,North West,England,M40 9GJ,386333,400969,Manchester City Council,127629/FO/2020,,,,,,31/07/2020,,,,,,,24/11/2020,,,,24/11/2023,31/07/2021,,,,53.505231,-2.207526,construction,10
,8096,12/01/2021,Intelligent Land Investments Group,"Torrdhuin, Auchteraw Battery Storage Facility",Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Application Submitted,Application Submitted,Land 325M SW Of Torrdhuin,Highland,Scotland,Scotland,PH32 4BT,234761,807618,Highland Council,20/04565/FUL,,,,,,18/11/2020,,,,,,,,,,,,,,,,57.129676,-4.731558,planning,49
,8099,30/09/2020,Gerard Hall Energy,SHB Hire Ltd,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"SHB Hire Ltd, Mill Lane, Nursling, Southampton, Hampshire",Hampshire,South East,England,SO16 0YE,435716,115835,Test Valley Borough Council,19/02772/FULLS,,,,,,26/11/2019,,,,,,,13/05/2020,,,,13/05/2023,,,,,50.940857,-1.493036,planning,20
,8105,22/01/2021,Shires Hamilton,Blackpark Energy Storage (Resubmission),Battery,Stand-alone Storage,,30.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Black Park Farm, Nairn, Highlands",Highland,Scotland,Scotland,IV12 5HY,289892,855084,Highland Council,20/02589/FUL,,,,,,14/07/2020,,,,,,,15/12/2020,,,,15/12/2023,,,,,57.572357,-3.842632,planning,30
,10989,11/04/2022,Sirius Renewable Energy Limited,Vause Farm - Battery Storage,Battery,Stand-alone Storage,,20.00,No,,,,,,,,Planning Application Submitted,Application Submitted,North Of Vause Farm Town Lane Charnock Richard ,Lancashire,North West,England,PR7 5HQ,354557,413318,Chorley Council,22/00362/FULMAJ,,,,,,30/03/2022,,,,,,,,,,,,,,,,53.614427,-2.688388,planning,20
,8142,30/06/2021,Capbal,Loudwater Battery Storage Site,Battery,Stand-alone Storage,,40.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Derehams Farm, Derehams Lane, Loudwater, High Wycombe, Buckinghamshire",Buckinghamshire,South East,England,HP10 9RR,490756,191113,Wycombe District Council,18/07600/FUL,,,,,,05/11/2018,,,,,,,24/05/2019,,,,24/05/2022,,,,,51.611543,-0.690723,planning,40
,8155,30/09/2020,Muirhall Energy,Drumcross Battery Storage,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,Land West Of Mossbank Cottages Drumcross Bathgate,West Lothian,Scotland,Scotland,,305280,667171,West Lothian Council,0114/FUL/18,,,,,,12/02/2018,,,,,,,12/06/2018,,,,12/06/2021,,,,,55.888328,-3.515963,planning,49
,8160,02/10/2020,Gresham House Energy Storage,Bloxwich Battery,Battery,Stand-alone Storage,,41.00,,,,,,,,,Operational,Operational,"UNIT 5, BLOXWICH LANE INDUSTRIAL ESTATE, BLOXWICH LANE, WALSALL, WS2 8TF",West Midlands,West Midlands,England,WS2 8TF,399418,299143,Walsall Council,16/1536,,,,,,30/09/2016,,,,,,,,,,,,01/04/2019,01/07/2019,,,52.590088,-2.010024,operation,41
,8195,07/12/2021,Richborough Energy Park Limited,Richborough Energy Park,Battery,Stand-alone Storage,,49.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,Richborough Energy Park,Kent,South East,England,CT13 9NL,633075,162290,Thanet District Council,F/TH/20/1467,,,,,,04/11/2020,,,,,,,09/02/2021,,,,,,,,,51.311959,1.343,planning,49
,8213,24/02/2021,Cedar Tech Developments Limited,Lower Dunton Road Battery Storage Facility,Battery,Stand-alone Storage,,28.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sub Station, Lower Dunton Road, Basildon",Essex,Eastern,England,SS16 6EB,565835,188000,Thurrock Council,20/01491/FUL,,,,,,30/10/2020,,,,,,,05/02/2021,,,,,,,,,51.56649,0.39129,planning,28
,8220,07/04/2021,Pathfinder Clean Energy UK Dev Limited,Three Bridges Solar Farm,Battery,Co-located with RE,8219,15.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,Three Bridges Solar Farm,Norfolk,Eastern,England,NR20 3EJ,606037,317378,Breckland Council,3PL/2020/1134/F,,,,,,12/10/2020,,,,,,,10/03/2021,,,,,,,,,52.714814,1.048917,planning,15
